"brand","categories","categoryPath","deliveryCosts","deliveryTime","description","id","imageURL","name","price","productURL","subcategories","descriptionLong","extraInfo","home_team_name","away_team_name","home_shirt_image_link","away_shirt_image_link","has_hotel_option","price_ticket_hotel","country","venue_city","venue_name","date_start","date_string_local_time","fan_info","hotel_mandatory"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_25a7440a-1af1-48f0-98d7-78064cb1cab1","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","129.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Lower | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","358.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Premium lower tier seating, block 158 - Sponsor Club access after the match - Access until 1.5hrs after the final whistle - Sponsor Club is located in the stadium - Drinks included (wines, soft) - Buffet-style dinner - Cashbar for cocktails - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_32c58bff-7e2a-4827-9518-dcb93e41b12d","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","199.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Sponsor Club Post-Match | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","428.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Located in the central blocks - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_6829780f-1f88-49b6-ae6e-6321da338df4","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","49.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Upper Central | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","278.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_8214c9ca-e394-4616-9ca9-4939f3975b4a","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","39.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Upper | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","268.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_993431a0-4b8a-4f2f-80f2-911d4390b1c7","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","79.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Middle | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","308.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_bedb9da6-feec-474a-b09f-720043f2a8da","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","59.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Shortside Lower | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","288.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Lower tier seating, block N behind the dugout - Off-site hospitality at Canter 1920 restaurant - Located 200 meters from the stadium  - Restaurant opens two hours before kick-off - Drinks included (beers, wines, soft) - 3-course seated dinner - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_cef7ba1e-4f53-420f-bdf5-814b36613a6d","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","299.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Rossoneri Lounge | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","528.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_d6735ae4-9baa-429d-b255-9f203d724db0","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","35.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Shortside Upper | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","264.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Premium lower tier seating, block 160 - Executive Lounge access in the stadium - The lounge opens two hours before kick-off - Access before the match and during half-time - Drinks included (wines, soft) - 3-course seated dinner before the match - Cashbar for cocktails - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_de0ae9a7-88fb-418b-b89e-4a9bdd878a97","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","249.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Executive Lounge Placée | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","478.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Official personalized e-tickets - Central seatings - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-1814-7812-acc2-2dfc4667abfe_e5cddca1-8d97-42f8-91af-3e8f0e38e7d5","https://cms.p1travel.com/app/uploads/2023/12/San-Siro-AC-Milan-scaled.jpg","AC Milan vs Parma Calcio 1913","149.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-parma-calcio-1913","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Lower Central | Event date: Sunday 22 February 2026 | Event time: 03:00 PM | Optional hotel: yes","AC Milan","Parma","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/Parma%2025:26.svg?tr=w-1024","yes","378.00","Italy","Milan","San Siro","2026-02-22","03:00 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Padded seats - Personalised e-tickets - Premium lower tier seating  - Authority Lounge access after the match - Access until 1.5hrs after the final whistle - Authority Lounge is located inside the stadium - Drinks included (wines, soft) - Complementary cocktails available at the cocktailbar - Buffet-style dinner - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_2468a932-c5b5-408f-ad69-de41e41cb86a","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","325.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Authority Lounge | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","368.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_25a7440a-1af1-48f0-98d7-78064cb1cab1","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","125.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Lower | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","168.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Premium lower tier seating, block 158 - Sponsor Club access after the match - Access until 1.5hrs after the final whistle - Sponsor Club is located in the stadium - Drinks included (wines, soft) - Buffet-style dinner - Cashbar for cocktails - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_32c58bff-7e2a-4827-9518-dcb93e41b12d","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","165.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Sponsor Club Post-Match | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","208.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Located in the central blocks - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_6829780f-1f88-49b6-ae6e-6321da338df4","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","59.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Upper Central | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","102.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_8214c9ca-e394-4616-9ca9-4939f3975b4a","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","49.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Upper | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","92.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_993431a0-4b8a-4f2f-80f2-911d4390b1c7","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","99.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Middle | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","142.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_bedb9da6-feec-474a-b09f-720043f2a8da","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","79.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Shortside Lower | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","122.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Lower tier seating, block N behind the dugout - Off-site hospitality at Canter 1920 restaurant - Located 200 meters from the stadium  - Restaurant opens two hours before kick-off - Drinks included (beers, wines, soft) - 3-course seated dinner - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_cef7ba1e-4f53-420f-bdf5-814b36613a6d","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","225.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Rossoneri Lounge | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","268.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_d6735ae4-9baa-429d-b255-9f203d724db0","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","39.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Shortside Upper | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","82.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Personalised e-tickets - Premium lower tier seating, block 160 - Executive Lounge access in the stadium - The lounge opens two hours before kick-off - Access before the match and during half-time - Drinks included (wines, soft) - 3-course seated dinner before the match - Cashbar for cocktails - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_de0ae9a7-88fb-418b-b89e-4a9bdd878a97","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","199.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Executive Lounge Placée | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","242.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Official personalized e-tickets - Central seatings - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-3b95-7aa7-8f48-fa10dd07005a_e5cddca1-8d97-42f8-91af-3e8f0e38e7d5","https://cms.p1travel.com/app/uploads/2022/06/acmilan_event2.jpg","AC Milan vs US Lecce","149.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-us-lecce","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Lower Central | Event date: Sunday 18 January 2026 | Event time: 08:45 PM | Optional hotel: yes","AC Milan","US Lecce","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/lecce.svg?tr=w-1024","yes","192.00","Italy","Milan","San Siro","2026-01-18","08:45 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- All seats together - Padded seats - Personalised e-tickets - Premium lower tier seating  - Authority Lounge access after the match - Access until 1.5hrs after the final whistle - Authority Lounge is located inside the stadium - Drinks included (wines, soft) - Complementary cocktails available at the cocktailbar - Buffet-style dinner - P1 Travel is an official Ticket Agent of AC Milan","01970c9f-5c39-75a6-93f6-296bbb7d239c_2468a932-c5b5-408f-ad69-de41e41cb86a","https://cms.p1travel.com/app/uploads/2020/08/AC-Milan-Stadion-San-Siro-min-e1644932597340.png","AC Milan vs Sassuolo","299.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-sassuolo","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Hospitality ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Authority Lounge | Event date: Sunday 14 December 2025 | Event time: 12:30 PM | Optional hotel: yes","AC Milan","Sassuolo","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/sassuolo.svg?tr=w-1024","yes","342.00","Italy","Milan","San Siro","2025-12-14","12:30 PM","AC Milan fans only","no"
"AC Milan","event tickets","event tickets > football > serie a 2025-2026 > AC Milan","0.00","0","- Up to 4 seats together - Official personalized e-tickets - Complimentary Uber voucher per order - Official Ticket Agent of AC Milan","01970c9f-5c39-75a6-93f6-296bbb7d239c_25a7440a-1af1-48f0-98d7-78064cb1cab1","https://cms.p1travel.com/app/uploads/2020/08/AC-Milan-Stadion-San-Siro-min-e1644932597340.png","AC Milan vs Sassuolo","139.00","https://www.p1travel.com/en/football/serie-a/ac-milan-vs-sassuolo","football","P1 Travel gives you the chance to visit your favorite sports or music event anywhere in the world. We assure you of the best experience possible, thanks to our official partnerships with the largest international football clubs, event venues and sporting tournaments. By offering a wide variety of official tickets and travel packages, we will bring you to the event of your dreams!","Ticket type: Single ticket | Event country: Italy | Event city: Milan | Venue: San Siro | Seating plan: Longside Lower | Event date: Sunday 14 December 2025 | Event time: 12:30 PM | Optional hotel: yes","AC Milan","Sassuolo","https://media.p1travel.com/AC%20Milan%2025-26.svg?tr=w-1024","https://media.p1travel.com/sassuolo.svg?tr=w-1024","yes","182.00","Italy","Milan","San Siro","2025-12-14","12:30 PM","AC Milan fans only","no"
